1024,12288,17, 1892.29, "12288 95.4097 0.253984 5 537 ; ", 163, 0.259253, 2.9222, 4.18312, 17
12288,147456,15, 2570.67, "147456 146.896 0.804624 5 111 ; ", 111, 0.83763, 117.085, 126.068, 15
16384,196608,14, 2649.21, "196608 162.196 9.9179 4 1058 ; ", 229, 9.9792, 310.734, 342.78, 14
2048,24576,17, 2081.52, "24576 104.951 0.373484 5 371 ; ", 180, 0.380465, 8.96862, 11.5527, 17
4096,49152,15, 2270.75, "49152 129.757 1.09496 1.56965 515 ; ", 196, 1.10841, 30.9178, 36.8163, 15
512,6144,18, 1703.06, "6144 81.0982 0.0257828 6 103 ; ", 103, 0.0286513, 0.884759, 1.25164, 18
8192,98304,16, 2459.98, "98304 131.785 0.775131 5 167 ; ", 167, 0.801096, 72.2678, 81.0742, 16
