1024,12288,17, 1892.29, "12288 95.4097 0.27365 5 537 ; ", 163, 0.282483, 8.01588, 8.79232, 17
12288,147456,15, 2570.67, "147456 146.896 0.898178 5 111 ; ", 111, 0.933342, 314.418, 319.373, 15
16384,196608,14, 2649.21, "196608 162.196 11.3952 4 1058 ; ", 229, 11.4563, 856.248, 878.257, 14
2048,24576,17, 2081.52, "24576 104.951 0.415052 5 371 ; ", 180, 0.425119, 24.8925, 26.4046, 17
4096,49152,15, 2270.75, "49152 129.757 1.10806 1.56965 515 ; ", 196, 1.12137, 81.2767, 84.6757, 15
512,6144,18, 1703.06, "6144 81.0982 0.0297359 6 103 ; ", 103, 0.0320748, 1.83275, 2.03073, 18
8192,98304,16, 2459.98, "98304 131.785 0.849707 5 167 ; ", 167, 0.876097, 192.293, 197.224, 16
