1024,12288,17, 1892.29, "12288 95.4097 0.275866 5 537 ; ", 163, 0.280744, 14.7482, 15.4274, 17
12288,147456,15, 2570.67, "147456 146.896 0.927233 5 111 ; ", 111, 0.970442, 555.388, 559.43, 15
16384,196608,14, 2649.21, "196608 162.196 12.5209 4 1058 ; ", 229, 12.6222, 1716.73, 1738.02, 14
2048,24576,17, 2081.52, "24576 104.951 0.44438 5 371 ; ", 180, 0.454114, 49.6171, 50.9372, 17
4096,49152,15, 2270.75, "49152 129.757 1.34971 1.56965 515 ; ", 196, 1.37554, 155.703, 159.282, 15
512,6144,18, 1703.06, "6144 81.0982 0.0313194 6 103 ; ", 103, 0.0335627, 3.48466, 3.6506, 18
8192,98304,16, 2459.98, "98304 131.785 0.957537 5 167 ; ", 167, 0.996132, 378.675, 382.906, 16
