1024,12288,17, 1892.29, "12288 95.4097 0.256948 5 537 ; ", 163, 0.266269, 4.67455, 5.96953, 17
12288,147456,15, 2570.67, "147456 146.896 0.810566 5 111 ; ", 111, 0.863905, 161.639, 169.683, 15
16384,196608,14, 2649.21, "196608 162.196 9.99676 4 1058 ; ", 229, 10.0825, 470.425, 499.739, 14
2048,24576,17, 2081.52, "24576 104.951 0.375495 5 371 ; ", 180, 0.430614, 14.0494, 16.298, 17
4096,49152,15, 2270.75, "49152 129.757 1.09842 1.56965 515 ; ", 196, 1.11665, 49.0969, 54.168, 15
512,6144,18, 1703.06, "6144 81.0982 0.027257 6 103 ; ", 103, 0.047889, 1.12664, 1.9402, 18
8192,98304,16, 2459.98, "98304 131.785 0.778422 5 167 ; ", 167, 0.804717, 122.644, 130.571, 16
