1024,12288,17, 1892.29, "12288 95.4097 0.314635 5 537 ; ", 163, 0.330773, 31.3618, 32.28, 17
12288,147456,15, 2570.67, "147456 146.896 1.00492 5 111 ; ", 111, 1.08124, 1068.3, 1073.21, 15
16384,196608,14, 2649.21, "196608 162.196 12.087 4 1058 ; ", 229, 12.1637, 3081.47, 3101.44, 14

2048,24576,17, 2081.52, "24576 104.951 0.42969 5 371 ; ", 180, 0.439006, 85.8906, 87.1617, 17
4096,49152,15, 2270.75, "49152 129.757 1.21035 1.56965 515 ; ", 196, 1.22536, 279.645, 282.77, 15
512,6144,18, 1703.06, "6144 81.0982 0.0295225 6 103 ; ", 103, 0.032037, 4.96467, 5.12588, 18
8192,98304,16, 2459.98, "98304 131.785 0.867504 5 167 ; ", 167, 0.896554, 664.92, 668.979, 16
