128,1536,19, 22008.8, "1536 82.7399 0.194033 8.11419 4465 ; ", 115, 0.197538, 1.00806, 1.21948
256,3072,16, 25152.9, "3072 112.29 0.409739 7.69772 4636 ; ", 131, 0.414048, 4.38485, 4.82946
64,768,18, 18864.7, "768 74.8599 0.0957397 9.3541 4661 ; ", 98, 0.0988598, 0.340541, 0.446514
